id,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),LII,BII,AngSep(deg),Theta95(deg),Redshift,SED Class,Log nuSync.(Hz),Log nuSync.Z corr.(Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Flux 1-100 GeV Error,Spectral Index,Spectral Type,Power Law Index,Radio flux(mJy),Radio flag,X Flux(erg cm-2 s-1),USNOVmag,SDSSVmag,ARO,AOX,CLEAN
1576,3FGL J2352.0+1752,CLASS J2352+1749,5BZBJ2352+1749,bll,358.0243222,17.82048513,103.52,-42.81,0.061,0.063,0.000,HSP,15.24,15.24,0.98,0.000,0.000,8.92,0.00000000050149995,7.88e-11,2.0136,PowerLaw,2.01,44.7032,wise/nvss,0.000,17.9789,17.2,0.367,-9.9,Y
1577,3FGL J2353.3-4805,SUMSS J235310-480558,, bcu III,358.2925,-48.0995,327.48,-66.16,0.03,0.146,0.000,-,0.000,0.000,0.98,0.000,0.000,4.49,0.00000000023081032,5.94e-11,2.0105,PowerLaw,2.01,88.5,sumss,0.000,0.000,0.000,-9.9,-9.9,Y
1578,3FGL J2353.6-3037,PKS 2351-309,5BZBJ2353-3037,bll,358.4477453,-30.6301397,14.01,-76.92,0.038,0.072,0.737,LSP,13.56,13.8,1,0.9,0.000,7.96,0.00000000044303547,7.52e-11,2.2824,PowerLaw,2.28,397.8406,nvss,0.000,17.3499,0.000,0.5588,1.563,Y
1579,3FGL J2353.7-3911,NVSS J235342-391442,, bcu III,358.4292064,-39.24564157,344.05,-72.94,0.055,0.195,0.000,-,0.000,0.000,0.97,0.000,0.000,4.59,0.00000000023324662,5.91e-11,2.2809,PowerLaw,2.28,7.4408,wise/nvss,0.000,20.6276,0.000,0.4804,-9.9,Y
1580,3FGL J2354.1+4605,4C +45.51,5BZQJ2354+4553,fsrq,358.5903342,45.88451011,112.65,-15.85,0.21,0.173,1.992,LSP,12.2,12.676,0.85,0.88,0.000,6.25,0.00000000036567319,7.44e-11,2.4791,PowerLaw,2.48,1872.842,nvss,0.000,19.525,0.000,0.8797,1.164,Y
1581,3FGL J2355.5+8154,S5 2353+81,5BZQJ2356+8152,fsrq,359.0949747,81.88118197,120.89,19.23,0.035,0.228,1.344,LSP,12.882,13.252,1,0.84,0.000,5.83,0.00000000021423076,7.63e-11,2.8691,PowerLaw,2.87,520.9636,nvss,0.000,19.483,0.000,0.7539,1.3006,N
1582,3FGL J2356.0+4037,NVSS J235612+403648,5BZGJ2356+4036,bll,359.052823,40.6134547,111.73,-21.06,0.03,0.055,0.331,HSP,15.8,15.924,1,0.000,0.000,9.07,0.00000000043463511,8.66e-11,1.7225,PowerLaw,1.72,24.9649,nvss,0.000,14.3495,0.000,0.0456,1.5956,Y
1583,3FGL J2357.3-0150,PKS 2354-021,5BZBJ2357-0152,bll,359.3547415,-1.870974836,93.52,-61.62,0.027,0.082,0.812,LSP,13.12,13.378,1,0.87,0.000,5.49,0.00000000030409153,6.89e-11,2.1234,PowerLaw,2.12,233.6166,nvss,0.000,0.000,18.63,0.6128,-9.9,Y
1584,3FGL J2357.4-1716,RBS 2066,5BZBJ2357-1718,bll,359.373667,-17.3015001,68.41,-74.14,0.034,0.059,0.000,HSP,16.95,16.95,1,0.000,0.95,8.64,0.00000000040689208,7.66e-11,1.8025,PowerLaw,1.8,44.5119,nvss,2.14e-11,17.6756,0.000,0.4184,0.7445,Y
1585,3FGL J2357.8-5310,PKS 2355-534,5BZQJ2357-5311,fsrq,359.471942,-53.18713595,320.18,-62.12,0.015,0.073,1.006,LSP,12.465,12.767,1,0.96,0.000,12.33,0.00000000084081564,9.54e-11,2.4555,PowerLaw,2.46,1385,sumss,0.000,17.7958,0.000,0.7675,1.0689,Y
1586,3FGL J2358.0-4552,PKS 2355-461,5BZQJ2358-4555,fsrq,359.5089184,-45.92190517,328.83,-68.43,0.049,0.148,0.444,LSP,12.725,12.885,1,0.82,0.000,7.57,0.00000000028653019,6.04e-11,2.6171,PowerLaw,2.62,224.7,sumss,0.000,18.5444,0.000,0.69,-9.9,Y
1587,3FGL J2358.2-1022,PKS 2355-106,5BZQJ2358-1020,fsrq,359.5453434,-10.33572541,83.64,-69.04,0.035,0.232,1.638,LSP,12.23,12.651,0.99,0.87,0.000,6.36,0.00000000022748838,5.84e-11,2.7963,PowerLaw,2.8,768.8967,nvss,0.000,18.5417,18.33,0.7648,-9.9,Y
1588,3FGL J2358.3-2853,PMN J2358-2853,, bcu II,359.5707149,-28.89280615,21.29,-78.15,0.024,0.116,0.000,LSP,13.495,13.495,0.99,0.82,0.000,6.23,0.00000000028849131,6.21e-11,2.414,PowerLaw,2.41,168.8392,nvss,0.000,19.7895,0.000,0.7173,-9.9,Y
1589,3FGL J2358.9+3926,B2 2356+39,5BZQJ2358+3922,fsrq,359.7493965,39.37452936,112,-22.38,0.074,0.158,1.201,LSP,12.575,12.918,1,0.85,0.000,4.68,0.00000000033950465,7.85e-11,2.2085,PowerLaw,2.21,421.1825,nvss,1.05e-12,0.000,0.000,-9.9,-9.9,Y
1590,3FGL J2359.3-3038,H 2356-309,5BZBJ2359-3037,bll,359.782931,-30.62796511,12.84,-78.04,0.044,0.053,0.165,HSP,17.45,17.516,0.99,0.000,0.96,11.06,0.00000000059432437,8.12e-11,2.0216,PowerLaw,2.02,64.9796,nvss,6.50e-11,16.476,0.000,0.3527,0.6502,Y
1591,3FGL J2359.5-2052,TXS 2356-210,, bll,359.831885,-20.7988744,58.16,-76.53,0.096,0.079,0.096,HSP,15.61,15.65,0.000,0.84,0.000,6.94,0.0000000003368972,6.64e-11,2.0177,PowerLaw,2.02,472.6873,nvss,1.54e-12,15.0989,0.000,0.4215,1.5043,Y
1592,3FGL J0012.4+7040,TXS 0008+704,, bcu II,2.882928287,70.75878494,119.62,8.14,0.115,0.105,0.000,LSP,13.075,13.075,0.91,0.86,0.000,4.55,0.00000000043555418,9.79e-11,2.4837,PowerLaw,2.48,638.9208,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1593,3FGL J0014.6+6119,4C +60.01,, bcu II,3.703300496,61.2954284,118.54,-1.27,0.031,0.061,0.000,LSP,13.113,13.113,1,0.98,0.000,7.39,0.00000000067028427,1.25e-10,1.8875,PowerLaw,1.89,4039.8489,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1594,3FGL J0014.7+5802,1RXS J001442.2+580201,5BZBJ0014+5802,bll,3.6747065,58.0340353,118.06,-4.49,0.009,0.055,0.000,HSP,16.64,16.64,0.000,0.000,0.94,5.55,0.00000000037022896,1.01e-10,1.9128,PowerLaw,1.91,7.6918,nvss,1.04e-11,0.000,0.000,-9.9,-9.9,N
1595,3FGL J0015.7+5552,GB6 J0015+5551,, bcu II,3.91736743,55.8622557,117.89,-6.66,0.018,0.043,0.000,HSP,15.791,15.791,1,0.87,0.95,6.39,0.0000000004449196,9.36e-11,2.1145,PowerLaw,2.11,84.9592,nvss,1.52e-11,0.000,0.000,-9.9,-9.9,N
1596,3FGL J0035.9+5949,1ES 0033+595,5BZBJ0035+5950,bll,8.969354496,59.83458752,120.97,-2.98,0.01,0.018,0.000,HSP,17.12,17.12,1,0.93,0.98,27.48,0.0000000026650442,1.61e-10,1.8978,PowerLaw,1.9,148.464,nvss,3.18e-11,0.000,0.000,-9.9,-9.9,N
1597,3FGL J0047.0+5658,GB6 J0047+5657,5BZBJ0047+5657,bll,11.75178673,56.96177637,122.32,-5.91,0.013,0.04,0.747,-,0.000,0.000,1,0.91,0.000,18.09,0.000000001580403,1.25e-10,2.2243,PowerLaw,2.22,190.2077,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1598,3FGL J0047.9+5447,1RXS J004754.5+544758,, bcu II,11.966113,54.7957871,122.41,-8.08,0.01,0.06,0.000,HSP,15.896,15.896,0.000,0.000,0.89,5.04,0.00000000013409576,6.52e-11,1.3335,PowerLaw,1.33,13.9026,nvss,3.12e-12,0.000,0.000,-9.9,-9.9,N
1599,3FGL J0102.8+5825,TXS 0059+581,5BZUJ0102+5824,fsrq,15.69067658,58.4030935,124.41,-4.44,0.023,0.02,0.644,LSP,12.725,12.941,1,0.96,0.000,51.5,0.0000000061794512,2.19e-10,2.0943,LogParabola,2.25,848.8187,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1600,3FGL J0103.4+5336,1RXS J010325.9+533721,, bll,15.85815846,53.62035532,124.73,-9.21,0.006,0.042,0.000,-,0.000,0.000,0.000,0.82,0.93,10.36,0.00000000068390532,9.42e-11,2.039,PowerLaw,2.04,30.8769,nvss,6.37e-12,0.000,0.000,-9.9,-9.9,N
1601,3FGL J0109.8+6132,TXS 0106+612,5BZQJ0109+6133,fsrq,17.44310131,61.55845993,125.11,-1.24,0.015,0.033,0.783,LSP,13.29,13.541,1,0.93,0.000,36.55,0.0000000035627536,1.89e-10,2.3088,LogParabola,2.54,305.4908,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1602,3FGL J0110.2+6806,4C +67.04,5BZUJ0110+6805,bll,17.55363944,68.09478245,124.68,5.28,0.022,0.023,0.000,ISP,14.864,14.864,1,0.97,0.9,19.86,0.0000000019231425,1.50e-10,1.9909,PowerLaw,1.99,1714.502,nvss,2.32e-12,0.000,0.000,-9.9,-9.9,N
1603,3FGL J0131.2+6120,1RXS J013106.4+612035,5BZBJ0131+6120,bll,22.7801102,61.34260283,127.67,-1.17,0.013,0.022,0.000,HSP,16.3,16.3,1,0.85,0.98,21.26,0.0000000020027013,1.62e-10,1.8618,PowerLaw,1.86,19.6962,nvss,4.71e-11,0.000,0.000,-9.9,-9.9,N
1604,3FGL J0131.3+5548,TXS 0128+554,, bcu I,22.8076026083,55.753605475,128.54,-6.69,0.056,0.082,0.03649,-,0.000,0.000,0.99,0.83,0.81,4.89,0.00000000034816386,1.02e-10,1.9039,PowerLaw,1.9,174.9534,nvss,2.19e-12,0.000,0.000,-9.9,-9.9,N
1605,3FGL J0135.0+6927,TXS 0130+691,, bcu III,23.6698384833,69.4196941556,126.73,6.86,0.055,0.095,0.000,-,0.000,0.000,0.98,0.83,0.000,4.89,0.00000000042440906,9.30e-11,2.5568,PowerLaw,2.56,202.1406,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1606,3FGL J0137.8+5813,1RXS J013748.0+581422,5BZBJ0137+5814,bcu II,24.46031855,58.23647844,129.02,-4.09,0.005,0.032,0.000,HSP,16.58,16.58,1,0.92,0.97,13.48,0.0000000011569062,1.24e-10,2.0572,PowerLaw,2.06,170.8556,nvss,2.52e-11,0.000,0.000,-9.9,-9.9,N
1607,3FGL J0148.3+5200,GB6 J0148+5202,, bcu III,27.08473,52.034702,131.75,-9.86,0.025,0.039,0.000,-,0.000,0.000,1,0.000,0.000,9.89,0.00000000053208454,9.18e-11,1.7703,PowerLaw,1.77,44.51,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,N
1608,3FGL J0153.4+7114,TXS 0149+710,5BZGJ0153+7115,bcu I,28.35771303,71.25179531,127.92,8.98,0.01,0.037,0.022,HSP,15.69,15.699,1,0.95,0.93,7.06,0.00000000024517183,8.83e-11,1.567,PowerLaw,1.57,578.3218,nvss,4.83e-12,0.000,0.000,-9.9,-9.9,N
1609,3FGL J0211.7+5402,TXS 0207+538,, bcu III,32.7349546,54.0869193,134.52,-6.99,0.12,0.128,0.000,-,0.000,0.000,0.000,0.83,0.000,4.47,0.00000000035677192,8.87e-11,2.6913,PowerLaw,2.69,448.7961,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1610,3FGL J0214.4+5143,TXS 0210+515,5BZGJ0214+5144,bll,33.5747268,51.74776327,135.74,-9.05,0.034,0.044,0.049,HSP,15.02,15.041,1,0.9,0.94,7.23,0.00000000041759668,8.55e-11,2.042,PowerLaw,2.04,294.8543,nvss,1.77e-11,0.000,0.000,-9.9,-9.9,N
1611,3FGL J0217.3+6209,TXS 0213+619,, bcu III,34.2604918,62.1927425,132.73,0.96,0.056,0.102,0.000,-,0.000,0.000,0.000,0.8,0.000,11.48,0.0000000022938709,2.97e-10,2.7264,LogParabola,2.47,155.1435,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1612,3FGL J0223.3+6820,NVSS J022304+682154,, bcu II,35.76890583333334,68.36527638888887,131.24,6.98,0.031,0.037,0.000,HSP,15.8,15.8,0.99,0.000,0.000,8.54,0.00000000058849825,1.18e-10,1.915,PowerLaw,1.91,20.06,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,N
1613,3FGL J0223.5+6313,TXS 0219+628,, bcu III,35.8736295,63.1217691,133.11,2.08,0.104,0.152,0.000,-,0.000,0.000,0.95,0.000,0.000,7.92,0.0000000012810043,1.94e-10,2.776,LogParabola,2.48,124.4238,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1614,3FGL J0228.5+6703,GB6 J0229+6706,, bcu III,37.3441,67.11042,132.26,6.03,0.099,0.166,0.000,-,0.000,0.000,0.95,0.000,0.000,4.91,0.00000000047546073,1.10e-10,2.619,PowerLaw,2.62,27.1337,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1615,3FGL J0241.3+6542,TXS 0237+655,, bcu II,40.34061035,65.71988312,133.91,5.22,0.018,0.043,0.000,HSP,15.5,15.5,0.000,0.9,0.91,11.91,0.0000000011780142,1.34e-10,2.0797,PowerLaw,2.08,190.9478,nvss,4.16e-12,0.000,0.000,-9.9,-9.9,N
1616,3FGL J0250.6+5630,NVSS J025047+562935,, bcu II,42.69830351,56.49317389,138.89,-2.64,0.03,0.052,0.000,HSP,16.138,16.138,0.000,0.000,0.89,7.78,0.0000000007169661,1.34e-10,1.9904,PowerLaw,1.99,35.7966,nvss,3.43e-12,0.000,0.000,-9.9,-9.9,N
1617,3FGL J0253.8+5104,NVSS J025357+510256,5BZQJ0253+5102,fsrq,43.49003317,51.04901549,141.77,-7.29,0.022,0.075,1.732,LSP,12.5,12.936,1,0.91,0.000,13.2,0.000000001199685,1.28e-10,2.5441,PowerLaw,2.54,429.7454,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1618,3FGL J0302.0+5335,GB6 J0302+5331,, bcu II,45.59473107,53.52957908,141.74,-4.49,0.081,0.076,0.000,HSP,15.988,15.988,0.96,0.000,0.000,5.51,0.00000000053650501,1.06e-10,2.378,PowerLaw,2.38,187.1479,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1619,3FGL J0303.6+4716,4C +47.08,5BZBJ0303+4716,bll,45.8968426,47.27118763,144.98,-9.87,0.017,0.031,0.000,ISP,14,14,1,0.96,0.000,27.27,0.0000000022730628,1.39e-10,2.2835,PowerLaw,2.28,963.7859,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1620,3FGL J0304.9+6817,TXS 0259+681,, bcu II,46.09168264,68.36040953,134.72,8.58,0.082,0.076,0.000,LSP,12.725,12.725,0.91,0.92,0.000,13.96,0.00000000077320367,1.17e-10,2.8443,PowerLaw,2.84,1208.385,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1621,3FGL J0332.0+6308,GB6 J0331+6307,, bcu II,52.97465041666665,63.137266666666676,139.94,5.69,0.016,0.051,0.000,ISP,14.15,14.15,1,0.82,0.000,8.52,0.00000000086561125,1.20e-10,2.331,PowerLaw,2.33,42.8647,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1622,3FGL J0333.9+6538,TXS 0329+654,5BZBJ0333+6536,bll,53.48640728,65.61560687,138.67,7.84,0.022,0.034,0.000,HSP,15.2,15.2,1,0.92,0.88,11.66,0.0000000008832991,1.23e-10,1.9419,PowerLaw,1.94,288.4913,nvss,1.66e-12,0.000,0.000,-9.9,-9.9,N
1623,3FGL J0352.9+5655,GB6 J0353+5654,, bcu II,58.2898886708,56.9085921722,145.84,2.35,0.032,0.046,0.000,HSP,16.315,16.315,1,0.82,0.000,7.59,0.00000000054525723,1.11e-10,1.8331,PowerLaw,1.83,58.3608,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1624,3FGL J0354.1+4643,B3 0350+465,, bcu III,58.625048525,46.7218751028,152.49,-5.38,0.065,0.118,0.000,-,0.000,0.000,0.98,0.9,0.000,5.2,0.00000000052221416,1.09e-10,2.3803,PowerLaw,2.38,759.7496,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1625,3FGL J0358.8+6002,TXS 0354+599,, fsrq,59.76100003,60.08946346,144.37,5.28,0.055,0.121,0.455,LSP,12.905,13.068,0.99,0.92,0.83,9.89,0.00000000089268637,1.20e-10,2.5178,PowerLaw,2.52,953.3666,nvss,3.88e-12,0.000,0.000,-9.9,-9.9,N
1626,3FGL J0418.5+3813c,3C 111,, rdg,64.58865515,38.02661117,161.67,-8.82,0.198,0.168,0.0485,-,0.000,0.000,0.96,0.95,0.81,10.63,0.00000000073353523,1.28e-10,2.7867,PowerLaw,2.79,7731.3604,nvss,1.42e-11,0.000,0.000,-9.9,-9.9,N
1627,3FGL J0423.8+4150,4C +41.11,5BZBJ0423+4150,bll,65.98337414,41.83408691,159.7,-5.39,0.012,0.021,0.000,LSP,13.18,13.18,1,0.98,0.000,28.05,0.0000000029171918,1.72e-10,1.8915,PowerLaw,1.89,1756.2443,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1628,3FGL J0425.2+6319,1RXS J042523.0+632016,, bcu II,66.3532435,63.3348627,144.4,9.78,0.019,0.04,0.000,HSP,16.05,16.05,0.000,0.8,0.92,8.52,0.00000000057675364,1.17e-10,1.9642,PowerLaw,1.96,25.2136,nvss,4.43e-12,0.000,0.000,-9.9,-9.9,N
1629,3FGL J0444.5+3425,B2 0441+34,, bcu II,71.1508337,34.4287738,167.96,-7.36,0.014,0.074,0.000,LSP,13.005,13.005,1,0.88,0.000,4.57,0.00000000049640653,1.18e-10,2.1835,PowerLaw,2.18,238.6818,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1630,3FGL J0501.8+3046,1RXS J050140.8+304831,, bcu II,75.4214481,30.807274,173.08,-6.82,0.051,0.059,0.000,HSP,16.1,16.1,0.000,0.000,0.89,6.27,0.00000000055572702,1.15e-10,2.1243,PowerLaw,2.12,35.2735,nvss,6.27e-12,0.000,0.000,-9.9,-9.9,N
1631,3FGL J0502.7+3438,MG2 J050234+3436,, bcu III,75.62477529,34.60960175,170.14,-4.38,0.064,0.078,0.000,-,0.000,0.000,0.98,0.82,0.000,8.59,0.00000000094515795,1.32e-10,2.2863,PowerLaw,2.29,176.1741,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1632,3FGL J0503.4+4522,1RXS J050339.8+451715,, bcu II,75.9149056,45.28320149,161.81,2.3,0.098,0.086,0.000,HSP,15.645,15.645,0.000,0.000,0.84,8.12,0.00000000087468399,1.29e-10,2.3599,PowerLaw,2.36,34.8453,nvss,7.52e-12,0.000,0.000,-9.9,-9.9,N
1633,3FGL J0512.2+2918,B2 0509+29,, bcu III,78.17585769,29.45100293,175.6,-5.71,0.17,0.527,0.000,-,0.000,0.000,0.89,0.000,0.000,4.6,0.00000000043717915,1.09e-10,2.5689,PowerLaw,2.57,203.7793,nvss,1.95e-12,0.000,0.000,-9.9,-9.9,N
1634,3FGL J0512.9+4038,B3 0509+406,, bcu II,78.21892865,40.69545006,166.5,0.91,0.054,0.073,0.000,LSP,13.635,13.635,1,0.93,0.000,7.34,0.00000000072148332,1.18e-10,2.1004,PowerLaw,2.1,876.9156,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1635,3FGL J0517.4+4540,4C +45.08,, fsrq,79.37041453,45.61801819,162.98,4.46,0.05,0.154,0.839,LSP,12.9,13.165,0.99,0.91,0.000,4.69,0.00000000044541781,1.04e-10,2.4611,PowerLaw,2.46,1336.4076,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1636,3FGL J0519.3+2746,4C +27.15,, bcu III,79.88761329,27.73453988,177.88,-5.47,0.051,0.11,0.000,-,0.000,0.000,0.99,0.94,0.000,4.25,0.00000000048980481,1.18e-10,2.3303,PowerLaw,2.33,1702.4985,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1637,3FGL J0521.7+2113,TXS 0518+211,5BZBJ0521+2112,bll,80.44152457,21.2142921,183.6,-8.71,0.008,0.014,0.108,ISP,14.335,14.38,1,0.97,0.96,53.65,0.0000000079277731,2.62e-10,1.923,PowerLaw,1.92,530.0173,nvss,6.02e-12,0.000,0.000,-9.9,-9.9,N
1638,3FGL J0526.0+4253,NVSS J052520+425520,, bcu II,81.3369,42.922253,166,4.09,0.14,0.15,0.000,LSP,13.145,13.145,0.94,0.000,0.000,7.23,0.00000000070655087,1.18e-10,2.4355,PowerLaw,2.44,41.63,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,N
1639,3FGL J0528.3+1815,1RXS J052829.6+181657,, bcu III,82.123409,18.2818767,186.96,-8.99,0.048,0.06,0.000,-,0.000,0.000,0.000,0.000,0.93,4.87,0.00000000022644887,8.72e-11,1.6459,PowerLaw,1.65,21.5316,nvss,1.63e-11,0.000,0.000,-9.9,-9.9,N
1640,3FGL J0533.2+4822,TXS 0529+483,5BZQJ0533+4822,fsrq,83.31610747,48.38133547,162.16,8.23,0.007,0.031,1.162,LSP,13.04,13.375,1,0.95,0.88,32.9,0.0000000028795661,1.59e-10,2.3859,PowerLaw,2.39,434.6395,nvss,1.08e-12,0.000,0.000,-9.9,-9.9,N
1641,3FGL J0539.8+1434,TXS 0536+145,5BZQJ0539+1433,fsrq,84.92652497,14.56265602,191.59,-8.66,0.031,0.071,2.69,LSP,12.445,13.012,1,0.91,0.000,7.55,0.00000000079905821,1.25e-10,2.3214,PowerLaw,2.32,432.5042,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1642,3FGL J0601.0+3837,B2 0557+38,5BZBJ0601+3838,bll,90.26195518,38.6414362,173.2,7.65,0.017,0.053,0.000,LSP,13.81,13.81,0.000,0.95,0.000,7.17,0.00000000047790732,1.11e-10,1.8899,PowerLaw,1.89,704.5631,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1643,3FGL J0603.8+2155,4C +22.12,, bcu II,90.96482091,21.99380523,188.06,0.03,0.066,0.058,0.000,LSP,13.25,13.25,0.98,0.95,0.000,6.94,0.00000000084359358,1.64e-10,2.1009,PowerLaw,2.1,2772.1487,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1644,3FGL J0611.7+2759,GB6 J0611+2803,, bcu III,92.9328377,28.0644911,183.61,4.54,0.067,0.107,0.000,-,0.000,0.000,0.99,0.000,0.000,5.33,0.00000000059471789,1.20e-10,2.2772,PowerLaw,2.28,22.2396,nvss/wise,0.000,0.000,0.000,-9.9,-9.9,N
1645,3FGL J0620.4+2644,RX J0620.6+2644,, bcu II,95.1671599,26.7252425,185.73,5.66,0.044,0.063,0.000,HSP,16.085,16.085,0.000,0.8,0.94,5.03,0.00000000027128591,8.96e-11,1.65,PowerLaw,1.65,82.5963,nvss,2.14e-11,0.000,0.000,-9.9,-9.9,N
1646,3FGL J0622.9+3326,B2 0619+33,5BZUJ0622+3326,bcu II,95.71759151,33.4362249,179.93,9.14,0.014,0.018,0.000,ISP,14.05,14.05,1,0.94,0.000,56.14,0.0000000070304043,2.42e-10,2.0951,LogParabola,2.18,240.0715,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1647,3FGL J0623.3+3043,GB6 J0623+3045,, bcu II,95.8174676,30.7488889,182.39,8.01,0.025,0.065,0.000,ISP,14.79,14.79,1,0.8,0.000,5.16,0.00000000036876532,9.57e-11,1.8931,PowerLaw,1.89,52.2416,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1648,3FGL J0631.2+2019,TXS 0628+203,, bcu II,97.75442731,20.34978061,192.51,4.83,0.05,0.106,0.000,HSP,15,15,0.99,0.86,0.000,5.91,0.00000000066037537,1.23e-10,2.4604,PowerLaw,2.46,316.7935,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1649,3FGL J0640.0-1252,TXS 0637-128,, bcu II,100.0299267,-12.88761381,223.21,-8.32,0.015,0.04,0.000,HSP,16.05,16.05,1,0.91,0.97,7.96,0.0000000003335911,9.28e-11,1.5125,PowerLaw,1.51,225.1798,nvss,3.12e-11,0.000,0.000,-9.9,-9.9,N
1650,3FGL J0641.8-0319,TXS 0639-032,, bcu II,100.4630539,-3.346828592,214.82,-3.66,0.029,0.142,0.000,LSP,12.76,12.76,0.99,0.92,0.000,4.06,0.00000000058576716,1.44e-10,2.4545,PowerLaw,2.45,819.5399,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1651,3FGL J0643.2+0859,PMN J0643+0857,, fsrq,100.8601876,8.960558886,204.04,2.31,0.066,0.063,0.882,LSP,13,13.275,0.98,0.000,0.000,15.36,0.0000000025366136,2.27e-10,2.3637,LogParabola,2.48,543,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,N
1652,3FGL J0648.1+1606,1RXS J064814.1+160708,, bcu II,102.0579,16.1157574,198.16,6.58,0.018,0.045,0.000,HSP,16.3,16.3,0.000,0.000,0.9,5.27,0.00000000024070426,1.00e-10,1.7746,PowerLaw,1.77,25.0334,nvss,3.46e-12,0.000,0.000,-9.9,-9.9,N
1653,3FGL J0648.8+1516,RX J0648.7+1516,5BZBJ0648+1516,bll,102.1985357,15.27355492,198.98,6.32,0.007,0.029,0.179,HSP,15.85,15.922,1,0.89,0.98,19.17,0.0000000014516628,1.37e-10,1.8309,PowerLaw,1.83,64.7684,nvss,3.81e-11,0.000,0.000,-9.9,-9.9,N
1654,3FGL J0648.8-1740,TXS 0646-176,5BZQJ0648-1744,fsrq,102.1187441,-17.73484476,228.5,-8.62,0.109,0.155,1.232,LSP,12.48,12.829,1,0.9,0.000,5.8,0.0000000006281537,1.23e-10,2.5197,PowerLaw,2.52,1046.171,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1655,3FGL J0650.4-1636,PKS 0648-16,, bcu II,102.6024244,-16.62770152,227.7,-7.72,0.019,0.094,0.000,LSP,11.465,11.465,1,0.95,0.000,7.22,0.0000000008486255,1.34e-10,2.4326,PowerLaw,2.43,1778.1403,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1656,3FGL J0650.5+2055,1RXS J065033.9+205603,, bcu II,102.646813,20.9324206,194.04,9.19,0.003,0.04,0.000,HSP,15.65,15.65,0.000,0.000,0.89,10.03,0.00000000042686182,9.36e-11,1.5583,PowerLaw,1.56,6.8977,nvss,1.82e-12,0.000,0.000,-9.9,-9.9,N
1657,3FGL J0654.5+0926,RX J0654.3+0925,, bcu II,103.613061,9.42644254,204.86,4.94,0.032,0.231,0.000,HSP,15.35,15.35,0.000,0.000,0.84,4.92,0.00000000035438633,9.19e-11,2.6658,PowerLaw,2.67,44.4198,nvss,5.03e-12,0.000,0.000,-9.9,-9.9,N
1658,3FGL J0656.2-0323,TXS 0653-033,5BZQJ0656-0323,fsrq,104.0463358,-3.385217411,216.48,-0.49,0.009,0.053,0.634,LSP,13.495,13.708,1,0.93,0.000,17.4,0.0000000029297325,2.36e-10,2.2609,LogParabola,2.4,402.9779,nvss,0.000,0.000,0.000,-9.9,-9.9,N
1659,3FGL J0658.6+0636,NVSS J065844+063711,, bcu II,104.6873531,6.619434731,207.85,4.63,0.039,0.068,0.000,HSP,15,15,1,0.000,0.000,6.06,0.00000000050669235,1.02e-10,2.4807,PowerLaw,2.48,25.39,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,N
1660,3FGL J0700.0+1709,TXS 0657+172,, bcu II,105.0063564,17.15602812,198.47,9.57,0.016,0.116,0.000,LSP,12.725,12.725,1,0.91,0.000,9.78,0.00000000053699778,8.48e-11,2.6873,PowerLaw,2.69,647.939,nvss,0.000,0.000,0.000,-9.9,-9.9,N
